code,name,latitude,longitude
AVD,Avadi Railway Station,13.1180603,80.1017231
MAP,Morappur Railway Station,12.1261144,78.3949849
PTJ,Podanur Junction,10.9643079,76.9888003
PGT,Palakkad Railway Station,10.8000008,76.6369749
SRR,Shoranur Junction,10.7595474,76.2718906
TIR,Tirur Railway Station,10.9172053,75.9221883
CLT,Kozhikode Main Railway Station,11.2458722,75.7804003
BDJ,Vadakara Railway Station,11.593627,75.587211
TLY,Thalassery Railway Station,11.752906,75.4934633
CAN,Kannur Main Railway Station,11.8713099,75.3681453
PAY,Payyanur Railway Station,12.091403,75.1955761
NLE,Nileshwar Railway Station,12.2558682,75.1357268
KZE,Kanhangad Railway Station,12.320046,75.0847282
KGQ,Kasargod Railway Station,12.4914241,74.9875634
MAQ,Mangalore Central Railway Station,12.8633417,74.843251
DADN,Dr Ambedkar Ngr Railway Station,22.5558,75.7707
INDB,Indore Junction Bg,22.7171383,75.8682926
DWX,Dewas Junction,22.9778181,76.0518991
MKC,Maksi Railway Station,23.251981,76.1585198
MTY,Multai Railway Station,21.7828473,78.2635045
NRKR,Narkher Railway Station,21.4697726,78.5253454
PHD,Phaphund Railway Station,26.632223,79.554192
SKB,Shikohabad Junction,27.0862449,78.5755779
FZD,Firozabad Railway Station,27.1476876,78.3865293
KRJ,Khurja Junction,28.2074987,77.8183669
SZM,Delhi Sabzi Mandi Railway Station,28.668683,77.199696
SNP,Sonipat Railway Station,28.9897573,77.0168354
GNU,Ganaur Railway Station,29.1316699,77.0111281
SMK,Samalkha Railway Station,29.2415659,77.0032363
KKDE,Kurukshetra Junction,29.9694671,76.8519728
CNDM,Chandi Mandir Railway Station,30.7271008,76.8872298
KLK,Kalka Railway Station,30.8383939,76.9322876
RBL,Rae Bareli Railway Station,26.2322195,81.2391296
AME,Amethi Railway Station,26.1529647,81.8061271
PBH,Partapgarh Junction,25.913308,82.00177799999999
HTE,Hatia Railway Station,23.3094514,85.3088192
RNC,Ranchi Railway Station,23.3494435,85.33564
MURI,Muri Railway Station,23.3778688,85.8668762
GRRU,Guraru Railway Station,24.8110055,84.7913034
RFJ,Rafiganj Railway Station,24.8197065,84.6339288
NNA,Naugachia Railway Station,25.3850024,87.0935867
HRS,Hathras Junction,27.6246727,78.1372911
RURA,Rura Railway Station,26.4853838,79.9081258
PNKD,Panki Dham Railway Station,26.4598236,80.2383557
TDU,Tandur Railway Station,17.2509264,77.5841431
VKB,Vikarabad Junction,17.3375702,77.9097284
BMT,Hyderabad Begampet Railway Station,17.3924557,78.4675754
CRJ,Chittaranjan Railway Station,23.8578666,86.8782268
JMT,Jamtara Railway Station,23.9593045,86.8060137
MDP,Madhupur Junction,24.2707861,86.6423319
JSME,Jasidih Junction,24.5148844,86.6439495
JAJ,Jhajha Railway Station,24.7720396,86.3861055
JMU,Jamui Railway Station,24.9722861,86.2551484
CKP,Chakradharpur Railway Station,22.678237,85.627317
ROU,Rourkela Railway Station,22.2281727,84.8614097
JSG,Jharsuguda Junction,21.8621547,84.0174815
BRJN,Brajrajnagar Railway Station,21.8226525,83.9243674
RIG,Raigarh Railway Station,21.8912829,83.3906017
CPH,Champa Railway Station,22.0345168,82.6649825
RJN,Raj Nandgaon Railway Station,21.1007407,81.0384345
DGG,Dongargarh Railway Station,21.185207,80.7611005
KPG,Kopargaon Railway Station,19.9034596,74.5035253
BAP,Belapur Railway Station,19.6194887,74.6626505
ANG,Ahmadnagar Railway Station,19.0744734,74.7218499
DDCC,Daund Chord Lin Railway Station,18.46426974,74.57925747
NYP,Nayadupeta Railway Station,13.9087458,79.900829
SHM,Kolkata Shalimar Railway Station,22.6018382,88.3830655
SRC,Kolkata Santragachi Junction,22.6018382,88.3830655
TDD,Tadepalligudem Railway Station,16.8102131,81.5265934
FL,Phulera Junction,26.8731067,75.2455129
KSG,Kishangarh Railway Station,26.5756173,74.824893
AII,Ajmer Railway Station,26.4571357,74.637178
NSD,Nasirabad Railway Station,26.2950805,74.717366
BHL,Bhilwara Railway Station,25.3451778,74.631467
CNA,Chanderiya Railway Station,24.9386097,74.6296169
MVJ,Mavli Junction,24.7944326,73.9739747
RPZ,Ranapratapnagar Railway Station,24.5827681,73.7286393
UDZ,Udaipur City Railway Station,24.5673467,73.6995224
ZW,Zawar Railway Station,24.3582406,73.7315123
DNRP,Dungarpur Railway Station,23.8674267,73.695651
SJS,Shamlaji Road Railway Station,23.6344,73.342955
HMT,Himmatnagar Railway Station,23.59145,72.96007
NHM,Nandol Dehegam Railway Station,23.1735257,72.8158716
SDGM,Sardargram Railway Station,23.0715462,72.6424296
ASV,Asarva Junction,23.0440029,72.6130917
LPI,Lingampalli Railway Station,17.4829269,78.3176293
RMNP,Ramannapet Railway Station,17.284041,79.0859708
NLDA,Nalgonda Railway Station,17.0607424,79.2832907
MRGA,Miryalaguda Railway Station,16.8601221,79.5338457
NDKD,Nadikudi Junction,16.590634,79.72356500000001
PGRL,Piduguralla Railway Station,16.4782,79.87678
SAP,Sattenapalle Railway Station,16.4053213,80.1529775
GNT,Guntur Junction,16.3003038,80.4430208
TEL,Tenali Junction,16.2416744,80.6402405
NZD,Nuzvid Railway Station,16.6501897,80.9622416
SLO,Samalkot Junction,17.0453187,82.1691203
ANV,Annavaram Railway Station,17.2692635,82.4194767
TUNI,Tuni Railway Station,17.3610177,82.543393
YLM,Ellamanchili Railway Station,17.553652000000003,82.85262
AKP,Anakapalle Railway Station,17.694711,83.008556
DVD,Duvvada Railway Station,17.7030425,83.1511067
SPE,Sullurupeta Railway Station,13.6965091,80.0181929
KVZ,Kavali Railway Station,14.9162,79.9886
CLX,Chirala Railway Station,15.830933,80.3543457
BPP,Bapatla Railway Station,15.9084,80.4685
KMT,Khammam Railway Station,17.2487059,80.1391474
MABD,Mahbubabad Railway Station,17.5975396,80.0006163
WRR,Warora Railway Station,20.2452339,79.0105268
HGT,Hinganghat Railway Station,20.5421128,78.8338217
DXG,Dharangaon Railway Station,21.0064,75.28619
AN,Amalner Railway Station,21.0493901,75.0574914
SNK,Sindkheda Railway Station,21.2441924,74.7239077
DDE,Dondaicha Railway Station,21.3315156,74.5624521
NDB,Nandurbar Railway Station,21.3738496,74.2444513
VYA,Vyara Railway Station,21.1176635,73.3858143
UDN,Udhna Junction,21.1704439,72.8510702
AKV,Ankleshwar Junction,21.6256105,73.0011191
MAN,Maninagar Railway Station,22.9986522,72.6113898
BPHB,Bhilai Power House Railway Station,21.2082828,81.3758323
MSMD,Mahasamund Railway Station,21.1132642,82.1039985
BGBR,Bagbahra Railway Station,21.046338,82.3840996
KRAR,Khariar Road Railway Station,20.9012425,82.5110578
NPD,Nawapara Road Railway Station,20.8097595,82.5625183
KBJ,Kantabanji Railway Station,20.4738056,82.9074346
TIG,Titlagarh Railway Station,20.285188,83.154274
KSNG,Kesinga Railway Station,20.188546,83.224456
NRLR,Norla Road Railway Station,20.0408007,83.3737283
MNGD,Muniguda Railway Station,19.6274568,83.488415
RGDA,Rayagada Railway Station,19.1753793,83.4107239
PVPT,Parvatipuram Town Railway Station,18.785233,83.4341753
VBL,Bobbili Railway Station,18.5762982,83.3457628
CHE,Srikakulam Road Railway Station,18.4090841,83.903759
PSA,Palasa Railway Station,18.7567556,84.4232263
CAP,Chatrapur Railway Station,19.3591965,84.9737704
KIT,Khallikot Railway Station,19.61129,85.1282069
BALU,Balugaon Railway Station,19.7467491,85.2005264
KAPG,Kalupara Ghat Railway Station,19.8970307,85.4034667
KCG,Hyderabad Kacheguda Railway Station,17.3924557,78.4675754
MBNR,Mahbubnagar Railway Station,16.75744,77.9991
KRNT,Kurnool Town Railway Station,15.8324664,78.0324683
DHNE,Dhone Junction,15.3953375,77.8681195
YNK,Yelahanka Railway Station,13.1049802,77.5917985
CBF,Coimbatore North Railway Station,11.0201624,76.9546414
NVS,Navsari Railway Station,20.9480431,72.9131865
UJA,Unjha Railway Station,23.7966116,72.381508
PNU,Palanpur Junction,24.1745976,72.4304
ABR,Abu Road Railway Station,24.4807488,72.7850708
PDWA,Pindwara Railway Station,24.79075,73.03933
JWB,Jawai Bandh Railway Station,25.1141698,73.1478847
FA,Falna Railway Station,25.2358162,73.2348995
RANI,Rani Railway Station,25.3486174,73.3108746
MJ,Marwar Junction,25.7203639,73.6095575
SOD,Sojat Road Railway Station,25.8610852,73.7542298
BER,Beawar Railway Station,26.1070504,74.3128761
ADH,Mumbai Andheri Railway Station,18.9696305,72.8193674
VR,Virar Railway Station,19.4549882,72.8119115
BOR,Boisar Railway Station,19.7984437,72.7615198
BIM,Bilimora Junction,20.7655478,72.9703568
GGC,Gangapur City Railway Station,26.4681981,76.7268483
SMVJ,Shri Mahaveerji,26.684688,76.968141
HAN,Hindaun City Railway Station,26.7557095,77.0315317
BXN,Bayana Junction,26.916051,77.2964466
BTE,Bharatpur Railway Station,27.2362966,77.4890126
BVH,Ballabgarh Railway Station,28.3408609239,77.312775968
LNL,Lonavala Railway Station,18.7495209,73.4074142
KJT,Karjat Railway Station,18.9097061,73.3209163
KJ,Kajgaon Railway Station,20.5734527,75.1407204
RMR,Ramnagar Railway Station,29.3897791,79.1219422
KPV,Kashipur Railway Station,29.2045717,78.9610021
PLS,Pipalsana Railway Station,28.9523,78.83533
LRJ,Laksar Junction,29.752775,78.0198497
ANDI,Adarsh Nagar Railway Station,28.7143371,77.1667573
BRS,Birsinghpur Railway Station,23.3669462,81.0438343
BUH,Burhar Railway Station,23.2129327,81.5285681
KTMA,Kotma Railway Station,23.203066,81.9790452
BJRI,Bijuri Railway Station,23.2513512,82.1193598
BRH,Baikunthpur Road Railway Station,23.3167669,82.5291899
KTO,Katora Railway Station,23.30777,82.68041
BSPR,Bishrampur Railway Station,23.1789119,82.9829214
ABKP,Ambikapur Railway Station,23.136841,83.1435942
BLTR,Belthara Road Railway Station,26.120827,83.8412894
MAU,Mau Junction,25.9391726,83.5641906
MMA,Muhammadabad Railway Station,26.0264548,83.3758986
AMH,Azamgarh Railway Station,26.039168,83.1618898
SMZ,Sarai Mir Railway Station,26.0278541,82.9235137
KRND,Khorason Road Railway Station,26.0889982,82.8656177
ZBD,Zafarabad Junction,25.7080998,82.7184236
MAY,Mariahu Railway Station,25.59671,82.59797
JNH,Janghai Junction,25.5501014,82.3100445
PLP,Phulpur Railway Station,25.5520699,82.0907635
BDL,Vindhyachal Railway Station,25.1607779,82.5020862
AF,Agra Fort Railway Station,27.18234,78.0179102
CYI,Chhayapuri Railway Station,22.3712394,73.1657682
BMKI,Bapudham Motihari Railway Station,26.654993,84.9049234
SGL,Sugauli Railway Station,26.7587132,84.739177
BTH,Bettiah Railway Station,26.8052537,84.5223802
NKE,Narkatiaganj Junction,27.1049121,84.4637767
HIR,Harinagar Railway Station,27.156647,84.324507
BUG,Bagaha Railway Station,27.1301975,84.06724
CPJ,Kaptanganj Junction,26.9253759,83.6993842
VG,Viramgam Junction,23.1378676,72.0424503
SRGT,Surendranagar Gate Railway Station,22.735063,71.636775
JVN,Jorawarnagar Junction,22.71276,71.64097
LM,Limbdi Railway Station,22.56584,71.78973
RUR,Ranpur Railway Station,22.3598616,71.7169885
BTD,Botad Junction,22.1825026,71.6658627
DLJ,Dhola Junction,21.8222026,71.7394215
SGD,Songadh Railway Station,21.7287501,71.8860131
SOJN,Sihor Gujarat Railway Station,21.7249191,71.9574652
BVP,Bhavnagar Para Railway Station,21.7708429,72.1190513
BVC,Bhavnagar Terminus Railway Station,21.7818148,72.1422248
AH,Achhnera Junction,27.1815537,77.7581364
NAC,Nawa City Railway Station,27.0292424,75.0010134
KMNC,Kuchaman City Railway Station,27.053365,74.8514699
MKN,Makrana Junction,27.0374318,74.7243043
DNA,Degana Junction,26.8973334,74.3175209
MTD,Merta Road Junction,26.7278221,73.9178342
DMO,Damoh Railway Station,23.8356173,79.4318012
BE,Bareilly Railway Station,28.3369682,79.410857
SEO,Seohara Railway Station,29.2046798,78.5806885
DPR,Dhampur Railway Station,29.3055815,78.5021206
NGG,Nagina Railway Station,29.4384284,78.4238707
JUDW,Jagadhri Workshop Railway Station,30.1355332,77.2421131999999
GDG,Gadag Junction,15.4367021,75.6424624
KBL,Koppal Railway Station,15.3539063,76.1443419
HPT,Hospet Junction,15.287344,76.3855587
BAY,Bellary Junction,15.1398562,76.9156732
VGLB,Virangana Lakshmibai Jhansi Junction,25.4443599,78.5534647
CTO,Chittoor Railway Station,13.2194538,79.1033541
PAK,Pakala Junction,13.4510321,79.1145414
TPTY,Tirupati Main Railway Station,13.6283507,79.419812
RU,Renigunta Junction,13.6379043,79.5062317
KOU,Koduru Railway Station,13.9486024,79.3465181
RJP,Razampeta Railway Station,14.1855862,79.1525776
HX,Kadapa Railway Station,14.4515454,78.8290944
KKM,Kamalapuram Railway Station,14.5928705,78.6662058
YA,Yerraguntla Railway Station,14.6435398,78.533625
MOO,Muddanuru Railway Station,14.6890181,78.3972547
TU,Tadipatri Railway Station,14.9085674,77.9774246
GY,Gooty Junction,15.1498057,77.6245752
GWD,Gadwal Railway Station,16.22527,77.809586
WPR,Wanparti Road Railway Station,16.3820535896,77.88514998289999
JCL,Jadcherla Railway Station,16.7529413,78.1420088
SHNR,Shadnagar Railway Station,17.0648384,78.2130239
UR,Umdanagar Railway Station,17.2633545,78.3931089
BTI,Bhatinda Junction,30.209488,74.932083
SSA,Sirsa Railway Station,29.5390382,75.0355513
BNW,Bhiwani Junction,28.8006394,76.1244683
KLNK,Kalanaur Kalan Railway Station,28.8339027,76.3868019
ROK,Rohtak Junction,28.8905579,76.5801084
BGZ,Bahadurgarh Railway Station,28.7012918,76.9304048
NNO,Nangloi Railway Station,28.682133,77.05622
SSB,Shakurbasti Railway Station,28.680227328700003,77.1299115857
BLGT,Balurghat Railway Station,25.2331136,88.7581157
RMPB,Rampur Bazar Railway Station,25.3444009,88.6309131
GRMP,Gangarampur Railway Station,25.3903009,88.5163156
BNDP,Buniadpur Railway Station,25.3860644,88.4011662
GZO,Gazole Railway Station,25.2247753,88.1981565
EKI,Eklakhi Railway Station,25.1684509,88.0991628
ANR,Anara Railway Station,23.4814846,86.560249
VSU,Bishnupur Railway Station,23.0654475,87.3011444
GBA,Garhbeta Railway Station,22.8444747,87.3208915
CDGR,Chandrakona Road Railway Station,22.739836,87.3412223
SLB,Salboni Railway Station,22.6402583,87.3214902
GMDN,Girimaidan Railway Station,22.3410948,87.3064291
RHE,Rakha Mines Railway Station,22.6745193,86.3542935
CKU,Chakulia Railway Station,22.4784234,86.7216303
JGM,Jhargram Railway Station,22.4543408,86.9984205
DHD,Dahod Railway Station,22.8439605,74.2543956
NPS,Napasar Railway Station,27.9811273,73.5641884
SDGH,Sri Dungargarh Railway Station,28.0707717,74.0061014
RJR,Rajaldesar Railway Station,28.0336145,74.477917
RTGH,Ratangarh Junction,28.0689999,74.6246394
CUR,Churu Railway Station,28.2889848,74.9664731
FPS,Fatehpur Shekhawati Railway Station,28.000728,74.971043
RGS,Ringas Junction,27.3732085,75.563265
GADJ,Jaipur Gandhinagar Railway Station,26.9196878,75.7880051
DO,Dausa Railway Station,26.9009345,76.3315478
BKI,Bandikui Junction,27.0402002,76.5668584
AWR,Alwar Railway Station,27.560324,76.6214665
BINR,Brij Nagar Railway Station,27.4393,77.09
DEEG,Deeg Railway Station,27.4867624,77.3250074
GDO,Goverdhan Railway Station,27.5207385,77.4620004
FAB,Fatehabad Railway Station,27.0192536,78.2996519
PLG,Palghar Railway Station,19.697839,72.7719879
DRD,Dahanu Road Railway Station,19.9913582,72.7436773
AML,Amalsad Railway Station,20.811671,72.9559674
MRL,Maroli Railway Station,21.0202737,72.8906972
SCH,Sachin Railway Station,21.0780123,72.8743925
SVJR,Shivajinagar Railway Station,18.531738,73.851147
GTJT,Getor Jagatpura Railway Station,26.8373077,75.8310073
RE,Rewari Railway Station,28.2025047,76.610435
GHNA,Gohana Railway Station,29.1408239,76.6895608
VDE,Vedayapalem Railway Station,14.4054677,79.9575631
BTTR,Bitragunta Railway Station,14.766951,79.9837559
SKM,Singarayakonda Railway Station,15.252886,80.026428
NOQ,New Alipurduar Railway Station,26.4863798,89.5411883
KOJ,Kokrajhar Railway Station,26.404982,90.2734356
NBQ,New Bongaigaon Railway Station,26.47546,90.53718
BPRD,Barpeta Road Railway Station,26.5020173,90.9646901
RNY,Rangiya Junction,26.4467216,91.6063694
KYQ,Kamakhya Railway Station,26.1570247,91.6920834
SBV,Simri Bakhtiyarpur Railway Station,25.7200912,86.5974003
MSK,Mahes Khunt Railway Station,25.4607348,86.6418351
NNR,Narayanpur Railway Station,25.398348,86.85938800000001
THB,Thana Bihpur Junction,25.3933828,86.935528
KUE,Kursela Railway Station,25.4388925,87.2522567
CRR,Karagola Road Railway Station,25.5000068215,87.3778270438
SMO,Semapur Railway Station,25.5249001,87.4698547
LAV,Labha Railway Station,25.4399557,87.7446806
KDPR,Kumedpur Railway Station,25.4278744,87.8067708
NILE,Nimtita Railway Station,24.623858,88.0096374
RMU,Rampur Railway Station,28.780163,79.020446
DGHA,Digha Flag Station Railway Station,21.62327,87.50828
RMRB,Ramnagar Bengal Railway Station,21.6768639,87.5538979
KATI,Kanthi P Halt Railway Station,21.7883937,87.7337909
TMZ,Tamluk Railway Station,22.234248,87.937867
MCA,Mecheda Railway Station,22.414928,87.8585339
ULB,Ulubaria Railway Station,22.472428,88.093209
SWA,Sahjanwa Railway Station,26.7636121,83.2161757
ERS,Ernakulam Junction (South),9.9694596,76.2910421
MAJN,Mangalore Railway Station,12.8633417,74.843251
BSR,Vasai Road Railway Station,19.38261,72.83195
GDX,Ghoksadanga Railway Station,26.4224337,89.2778351
BZLE,Bazarsau Railway Station,23.8771835,88.1832007
MTP,Mettupalayam Railway Station,11.298918,76.9355514
UDL,Andal Junction,23.5789648,87.181588
BP,Barrackpore Railway Station,22.7602013,88.3709028
MTR,Motipur Railway Station,26.2571899,85.1689072
MAI,Mehsi Railway Station,26.3548175,85.0964556
CAA,Chakia Railway Station,26.41775,85.046618
SBZ,Siswa Bazar Railway Station,27.1491375,83.7561825
LSI,Laheria Sarai Railway Station,26.1122723,85.9045738
DBG,Darbhanga Junction,26.1547905,85.9072674
J,Jalna Railway Station,19.8317607,75.8907112
AWB,Aurangabad Railway Station,19.8597859,75.3113829
ATE,Atarra Railway Station,25.2908615,80.5769948
MBA,Mahoba Railway Station,25.3065764,79.8481992
KLAR,Kulpahar Railway Station,25.29498,79.6362
HPP,Harpalpur Railway Station,25.2902879,79.3336217
MRPR,Mau Ranipur Railway Station,25.2607937,79.1370802
NEW,Nivari Railway Station,25.328061,78.82007
HYB,Hyderabad Deccan Nampally Railway Station,17.3924557,78.4675754
SEM,Sedam Railway Station,17.1810623,77.2854174
CT,Chittapur Railway Station,17.1197556,77.0906074
NRL,Neral Junction,19.0269562,73.3182923
KK,Khadki Railway Station,18.5631806,73.8406198
ROA,Rusera Ghat Railway Station,25.7459331,86.0360596
HD,Harda Railway Station,22.3391949,77.1016832
STR,Satara Railway Station,17.688554,74.063585
KRD,Karad Railway Station,17.3098,74.2166
SLI,Sangli Railway Station,16.8584426,74.5881594
MRJ,Miraj Junction,16.8193095,74.6390471
KUD,Kudachi Railway Station,16.6243563,74.858497
RBG,Raybag Railway Station,16.483374512,74.80682566349999
GPB,Ghatprabha Railway Station,16.240718896,74.7598229541
BGM,Belgaum Railway Station,15.8489371,74.5088659
LD,Londa Junction,15.448705,74.4958167
CLR,Castle Rock Railway Station,15.3986693,74.3336949
QLM,Kulem Railway Station,15.33354,74.24378
SVM,Kuddchoddem Railway Station,15.2641907,74.1085851
VSG,Vasco Da Gama Railway Station,15.3961347,73.812294
CAF,Chanda Fort Railway Station,19.9402755,79.3125765
AKT,Akaltara Railway Station,22.0293415,82.4225864
NIA,Naila Railway Station,22.0230115,82.5651838
KRBA,Korba Railway Station,22.3375125,82.7128082
CHH,Chaukhandi Railway Station,25.3395766,82.8350143
SWPR,Sewapuri Railway Station,25.3510282,82.7692432
KEH,Kapseti Railway Station,25.35756,82.71816
PRF,Parsipur Railway Station,25.3708142,82.6373152
BOY,Bhadohi Railway Station,25.3952891,82.55844
MOF,Mondh Railway Station,25.4271964,82.4858737
SAW,Suriawan Railway Station,25.461532,82.423953
SQN,Sarai Kansrai Railway Station,25.5165931,82.3451318
URPR,Ugrasenpur Railway Station,25.56819,82.17068
PFM,Phaphamau Junction,25.525578,81.866789
PRG,Prayag Railway Station,25.467939,81.867081
NYN,Naini Railway Station,25.3938782,81.8602144
BTX,Bela Tal Railway Station,25.2763717,79.5541551
TKA,Teharka Railway Station,25.2940497,78.9319538
BGKT,Bhagat Ki Kothi Railway Station,26.2508123,73.0146191
LUNI,Luni Junction,26.0025667,73.0025653
PMY,Pali Marwar Railway Station,25.790989,73.3274227
BIRD,Bhiwandi Road Railway Station,19.2688599,73.0462666
SIR,Sirhind Junction,30.6238588,76.3823927
NDO,Nidubrolu Railway Station,16.0679611,80.5575538
PMP,Pimpri Railway Station,18.6234665,73.8020382
KOP,Shahu Maharaj Terminus Railway Station,16.70257,74.237695
HTK,Hatkanagale Railway Station,16.7476138,74.4213729
JSP,Jayasingpur Railway Station,16.7911797,74.5516736
BVQ,Bhilavdi Railway Station,17.0080953,74.5155195
KOV,Kirloskarvadi Railway Station,17.0831168,74.4167423
RMP,Rahimatpur Railway Station,17.6122,74.1724
KRG,Koregaon Railway Station,17.6919886,74.1490775
WTR,Wathar Railway Station,17.8913385,74.1365875
LNN,Lonand Railway Station,18.0406179,74.1901415
NIRA,Nira Railway Station,18.10452,74.20849
JJR,Jejuri Railway Station,18.28728,74.1718
ABLE,Ambale Railway Station,18.4139,74.18683
YL,Yeola Railway Station,20.0225,74.496369
BDWD,Bodwad Railway Station,20.9034736,76.017456
JM,Jalamb Junction,20.8128321,76.5735695
TGP,Tuljapur Railway Station,20.80048,78.80732
ITR,Itwari Railway Station,21.1575478,79.1198922
JHD,Jehanabad Railway Station,25.2243913,84.9900966
TEA,Taregna Railway Station,25.3546179,85.0376789
DEC,Delhi Cantt. Railway Station,28.6609621,77.2276794
GGN,Gurgaon Railway Station,28.4892595,77.0113432
GNC,Gandhinagar Capital Railway Station,23.2349059,72.6302311
IGU,Irugur Junction,11.015782,77.065671
TJ,Thanjavur Junction,10.7782455,79.1396255
PML,Papanasam Railway Station,10.9232574,79.2689002
KMU,Kumbakonam Railway Station,10.9537286,79.3894753
MV,Mayiladuturai Junction,11.0954312,79.628446
CGN,Chirgaon Railway Station,25.5754575,78.8066704
MOTH,Moth Railway Station,25.74109,78.94857
AIT,Ait Railway Station,25.9029666,79.2295837
GOY,Govindpuri Railway Station,26.4537358,80.3127957
RJG,Rajgram Railway Station,24.544924,87.867656
MRR,Murarai Railway Station,24.4410093,87.8586679
IPM,Ichchpuram Railway Station,19.110752,84.680427
SKI,Sakri Junction,26.2088485,86.0771985
MBI,Madhubani Railway Station,26.3488811,86.0773465
JYG,Jaynagar Railway Station,26.5885527,86.1359014
GDA,Godhra Junction,22.7768079,73.6048993
SPT,Sompeta Railway Station,18.981188,84.5816654
NWP,Naupada Junction,18.5791144,84.2832564
CPP,Chipurupalle Railway Station,18.3166156,83.5689273
NDD,Nidadavolu Junction,16.897974,81.6745047
SRNT,Sarnath Railway Station,25.3760533,83.0325155
BHET,Bhestan Railway Station,21.122456,72.8630672
GRL,Goraul Railway Station,25.93116,85.31859
STLR,Sitalpur Railway Station,25.76874,85.03663800000001
BAGL,Baragopal Railway Station,25.7651014,84.9085569
DRI,Dumri Juara Railway Station,25.7490652,84.8709549
GJH,Goldinganj Railway Station,25.7538385,84.8269468
EKMA,Ekma Railway Station,25.9666541,84.5364369
CW,Chainwa Railway Station,26.0219375,84.4963966
ZRDE,Jiradei Railway Station,26.2202857,84.2564211
BHTR,Bhatpar Rani Railway Station,26.3098817,84.0324095
SRU,Salempur Junction,26.2978884,83.9234271
LRD,Lar Road Railway Station,26.2134299,83.9100555
JKN,Jakhanian Railway Station,25.7411714,83.369881
MBS,Madhosingh Railway Station,25.2496914,82.5517203
BHUJ,Bhuj Railway Station,23.2658479,69.6783825
AJE,Anjar Railway Station,23.11955,70.03641
AI,Adipur Railway Station,23.0765426,70.0780693
GIMB,Gandhidham Bg Railway Station,23.0683652,70.1477446
BCOB,Bhachau Bg Railway Station,23.3041258,70.3506249
SIOB,Samakhiali B G Railway Station,23.3096838,70.5029897
HVD,Halvad Railway Station,23.0185,71.1829
DHG,Dhrangadhra Railway Station,22.9876653,71.4784673
EKNR,Kevadiya Railway Station,21.887422,73.6881355
BIY,Bardoli Railway Station,21.1338181,73.1053405
MID,Madhi Railway Station,21.1457051,73.2421844
NWU,Navapur Railway Station,21.1666711,73.7726885
AGN,Amgaon Railway Station,21.3614042,80.3740576
TLD,Tilda Railway Station,21.550699,81.794821
BUA,Baradwar Railway Station,22.0117008,82.8136297
KHS,Kharsia Railway Station,21.9920687,83.1039894
BPH,Belpahar Railway Station,21.8273604,83.8484234
BMB,Bamra Railway Station,22.051673,84.2916021
GP,Raj Gangpur Railway Station,22.186062000000003,84.58205099999999
PKD,Penukonda Junction,14.1001434,77.5944669
DBU,Doddaballapur Railway Station,13.27948,77.55084
KGI,Kengeri Railway Station,12.9176716,77.4838192
RMGM,Ramanagaram Railway Station,12.7210166,77.2836539
MYA,Mandya Railway Station,12.529117,76.8966481
MYS,Mysore Junction,12.3162712,76.6454048
RJA,Rajanagar Railway Station,26.401801,86.152987
HYT,Haiaghat Railway Station,26.0208051,85.8787514
RKM,Raja Ki Mandi Railway Station,27.1940718,77.9968841
HSK,Harishanker Road Railway Station,20.6263045,82.7656861
PVP,Parvatipuram Railway Station,18.7710232,83.4271937
SCM,Simhachalam Railway Station,17.7452819,83.2208078
BAW,Chik Banavar Railway Station,13.074703,77.5056577
BAND,Banaswadi Railway Station,13.0057605,77.628236
TCR,Thrissur City Railway Station,10.5139679,76.2069766
ERN,Ernakulam Town (North) Railway Station,9.9916358,76.2865453
KTYM,Kottayam Railway Station,9.5949132,76.5314285
TRVL,Tiruvalla Railway Station,9.3923697,76.5798228
CNGR,Chengannur Railway Station,9.3182222,76.6084881
QLN,Kollam Railway Station,8.8860061,76.5951062
KCVL,Trivandrum Kochuveli Railway Station,8.51029329999999,76.8970661
ANDN,Anand Nagar Railway Station,27.103714,83.270698
SDDN,Siddharth Nagar Station,27.2744898,83.0886332
BNY,Barhni Railway Station,27.4956727,82.7915252
BLP,Balrampur Railway Station,27.4157034,82.1610505
VNA,Varangaon Railway Station,21.0105355,75.9013316
SBIB,Sabarmati Bg Railway Station,23.0712078,72.5871134
TVC,Trivandrum Central Railway Station,8.486679,76.95120999999999
KYJ,Kayamkulam Junction,9.1824553,76.512608
MVLK,Mavelikkara Railway Station,9.2396051,76.5458525
AWY,Aluva Railway Station,10.1083724,76.3567627
DKAE,Dankuni Railway Station,22.6780934,88.2904260999999
GHY,Guwahati Railway Station,26.1825471,91.7497756
HJI,Hojai Railway Station,26.0014545,92.8521468
LMG,Lumding Junction,25.7504889,93.1765754
MBG,Maibang Railway Station,25.304964,93.135975
NHLG,New Haflong Railway Station,25.1481188,93.03181
BPB,Badarpur Junction,24.8653916,92.5557015
SCL,Silchar Railway Station,24.830073,92.787409
NAB,Nagbhir Junction,20.5799253,79.7009191
BTC,Balaghat Junction,21.8114624,80.199797
NIR,Nainpur Junction,22.4258465,80.1098493
BQI,Bommidi Railway Station,11.9843954,78.2462061
SLY,Samalpatti Railway Station,12.3111862,78.4833658
KARR,Kharar Railway Station,30.7260541,76.6362314
NMDA,New Morinda Railway Station,30.776469,76.518125
SMRL,Samrala Railway Station,30.82512,76.17723
CAPE,Kanniyakumari Railway Station,8.0879045,77.5466899
NCJ,Nagercoil Junction,8.1746228,77.44385
