code,name,latitude,longitude
ET,Itarsi Junction,22.6085423,77.7671103
KNW,Khandwa Junction,21.8234927,76.3527879
KPG,Kopargaon Railway Station,19.9034596,74.5035253
BAP,Belapur Railway Station,19.6194887,74.6626505
ANG,Ahmadnagar Railway Station,19.0744734,74.7218499
DDCC,Daund Chord Lin Railway Station,18.46426974,74.57925747
GKP,Gorakhpur Railway Station,26.7596246,83.3817701
DEOS,Deoria Sadar Railway Station,26.5079598,83.781991
MAU,Mau Junction,25.9391726,83.5641906
MKP,Manikpur Junction,25.0632688,81.0940626
ABLE,Ambale Railway Station,18.4139,74.18683
YL,Yeola Railway Station,20.0225,74.496369
NGN,Nandgaon Railway Station,20.3091832,74.6600791
BDWD,Bodwad Railway Station,20.9034736,76.017456
MKU,Malkapur Railway Station,20.8918451,76.2045858
NN,Nandura Railway Station,20.8388755,76.4603173
SEG,Shegaon Railway Station,20.8006772,76.6904246
AK,Akola Railway Station,20.7228314,77.0050744
MZR,Murtajapur Railway Station,20.736468000000002,77.35482499999999
BD,Badnera Junction,20.857648,77.7315865
CND,Chandur Railway Station,20.8037783,77.9828973
DMN,Dhamangaon Railway Station,20.7843418,78.1384935
PLO,Pulgaon Junction,20.726225,78.3175796
WR,Wardha Junction,20.732799,78.594717
TGP,Tuljapur Railway Station,20.80048,78.80732
SNI,Sindi Railway Station,20.8157282,78.8832075
AJNI,Ajni Railway Station,21.1269617,79.0825184999999
NGP,Nagpur Junction,21.1523063,79.0882217
ITR,Itwari Railway Station,21.1575478,79.1198922
KP,Kamptee Railway Station,21.2112227,79.1971523
BRD,Bhandara Road Railway Station,21.2382836,79.6457763
TMR,Tumsar Road Railway Station,21.3421386,79.7510425
TRO,Tirora Railway Station,21.4138266,79.9170251
G,Gondia Junction,21.4617322,80.1925954
VNA,Varangaon Railway Station,21.0105355,75.9013316
KVK,Kavathe Mahankal Railway Station,16.9934286,74.9363721
DLGN,Dhalgaon Railway Station,17.1206172,74.9883634
JTRD,Jath Road Railway Station,17.2178,75.1113
SGLA,Sangola Railway Station,17.4370158,75.1884824
BTW,Barshi Town Railway Station,18.2414938,75.7185654
UMD,Osmanabad Railway Station,18.247891,76.022865
LUR,Latur Railway Station,18.4299605,76.5557468
LTRR,Latur Road Railway Station,18.506494,76.845289
PRLI,Parli Vaijnath Railway Station,18.8527572,76.524999
PBN,Parbhani Jn Railway Station,19.2576875,76.7736968
PAU,Purna Junction,19.1809797,77.0256803
NED,Huzur Sahib Nanded Railway Station,19.160522,77.31047799999999
KNVT,Kinwat Railway Station,19.6189686,78.202796
ADB,Adilabad Railway Station,19.6805799,78.5361971
PMKT,Pimpalkhuti Railway Station,19.829473,78.581025
WANI,Wani Railway Station,20.0665672,78.9606929
MJRI,Majri Junction,20.1392156,79.0428868
SEGM,Sevagram Junction,20.739076,78.619225
AMLA,Amla Junction,21.9194856,78.1227685
BZU,Betul Railway Station,21.8970897,77.9061925
GDYA,Ghoradongri Railway Station,22.125763,78.002493
PCOI,Prayagraj Chheoki Junction,25.3767759,81.8671352
DDU,Dd Upadhyaya Jn Railway Station,25.2804418,83.1185589
BBU,Bhabua Road Railway Station,25.172576,83.6192576
SSM,Sasaram Railway Station,24.9559874,84.0187853
DOS,Dehri On Sone Railway Station,24.9145106,84.1857895
AUBR,Anugraha Narayan Road Railway Station,24.855965,84.3303035
GAYA,Gaya Junction,24.8032809,84.9996887
KQR,Koderma Railway Station,24.4348832,85.5292375
PNME,Parasnath Railway Station,23.9875656,86.0373788
DHN,Dhanbad Junction,23.7925537,86.4280411
BIRD,Bhiwandi Road Railway Station,19.2688599,73.0462666
BSR,Vasai Road Railway Station,19.38261,72.83195
VAPI,Vapi Railway Station,20.3734917,72.9084648
NVS,Navsari Railway Station,20.9480431,72.9131865
ST,Surat Railway Station,21.2049638,72.8407527
BH,Bharuch Junction,21.7034055,72.9995311
BRC,Vadodara Railway Station,22.310805,73.1808827
ANND,Anand Junction,22.5607595,72.9667427
ND,Nadiad Junction,22.6935974,72.8572727
ADI,Ahmedabad Junction,23.0266941,72.6008731
MYR,Maihar Railway Station,24.2565614,80.7637041
PLP,Phulpur Railway Station,25.5520699,82.0907635
JNH,Janghai Junction,25.5501014,82.3100445
MAY,Mariahu Railway Station,25.59671,82.59797
ZBD,Zafarabad Junction,25.7080998,82.7184236
JNU,Jaunpur Junction,25.7614209,82.6992568
SHG,Shahganj Junction,26.0611528,82.6799077
KRND,Khorason Road Railway Station,26.0889982,82.8656177
SMZ,Sarai Mir Railway Station,26.0278541,82.9235137
AMH,Azamgarh Railway Station,26.039168,83.1618898
MMA,Muhammadabad Railway Station,26.0264548,83.3758986
BLTR,Belthara Road Railway Station,26.120827,83.8412894
BTT,Bhatni Junction,26.3813419,83.9329912
MW,Mairwa Railway Station,26.2399001,84.1513946
SV,Siwan Junction,26.2108848,84.3599195
BAU,Burhanpur Railway Station,21.3348443,76.199368
NYN,Naini Railway Station,25.3938782,81.8602144
BHLP,Bhulanpur Railway Station,25.28753,82.956873
SRNT,Sarnath Railway Station,25.3760533,83.0325155
YFP,Yusufpur Railway Station,25.6365405,83.7474311
SIP,Suraimanpur Railway Station,25.8082003,84.4810524
DGA,Dighwara Railway Station,25.7440675,85.0035268
BNR,Bhagwanpur Railway Station,25.8583616,85.3010599
DOL,Dholi Railway Station,25.9761779,85.5649637
SKI,Sakri Junction,26.2088485,86.0771985
MBI,Madhubani Railway Station,26.3488811,86.0773465
JYG,Jaynagar Railway Station,26.5885527,86.1359014
VRL,Veraval Railway Station,20.911543,70.370945
KSD,Keshod Railway Station,21.2980905,70.2515507
JND,Junagadh Junction,21.5294899,70.4578231
NUD,Navagadh Railway Station,21.7640485,70.6165606
GDL,Gondal Railway Station,21.9722108,70.7954985
RJT,Rajkot Railway Station,22.3131558,70.8025101
WKR,Wankaner Junction,22.6226135,70.9630693
SUNR,Surendranagar Railway Station,22.7452566,71.6292066
VG,Viramgam Junction,23.1378676,72.0424503
BL,Valsad Railway Station,20.6074294,72.9335005
DRD,Dahanu Road Railway Station,19.9913582,72.7436773
GPB,Ghatprabha Railway Station,16.240718896,74.7598229541
BGM,Belgaum Railway Station,15.8489371,74.5088659
LD,Londa Junction,15.448705,74.4958167
CLR,Castle Rock Railway Station,15.3986693,74.3336949
QLM,Kulem Railway Station,15.33354,74.24378
SVM,Kuddchoddem Railway Station,15.2641907,74.1085851
KAWR,Karwar Railway Station,14.8201336,74.1825888
GOK,Gokarna Road Railway Station,14.5838812,74.3677665
KT,Kumta Railway Station,14.4371582,74.4210504
HNA,Honnavar Railway Station,14.3159446,74.4324189
MRDW,Murdeshwar Railway Station,14.1008218,74.5053419
BTJL,Bhatkal Railway Station,13.9893954,74.565708
BYNR,Byndoor Mookambika Road Railway Station,13.871942,74.632863
KUDA,Kundapura Railway Station,13.613278,74.728723
UD,Udupi Railway Station,13.3361451,74.7708228
MAJN,Mangalore Railway Station,12.8633417,74.843251
KGQ,Kasargod Railway Station,12.4914241,74.9875634
KZE,Kanhangad Railway Station,12.320046,75.0847282
PAY,Payyanur Railway Station,12.091403,75.1955761
CAN,Kannur Main Railway Station,11.8713099,75.3681453
TLY,Thalassery Railway Station,11.752906,75.4934633
CLT,Kozhikode Main Railway Station,11.2458722,75.7804003
TIR,Tirur Railway Station,10.9172053,75.9221883
SRR,Shoranur Junction,10.7595474,76.2718906
TCR,Thrissur City Railway Station,10.5139679,76.2069766
AWY,Aluva Railway Station,10.1083724,76.3567627
ERN,Ernakulam Town (North) Railway Station,9.9916358,76.2865453
ERS,Ernakulam Junction (South),9.9694596,76.2910421
GWL,Gwalior Railway Station,26.2142662,78.1818357
DBA,Dabra Railway Station,25.8818043,78.3304346
DAA,Datia Railway Station,25.64107,78.45601
VGLJ,,0.0,0.0
NEW,Nivari Railway Station,25.328061,78.82007
TKA,Teharka Railway Station,25.2940497,78.9319538
MRPR,Mau Ranipur Railway Station,25.2607937,79.1370802
HPP,Harpalpur Railway Station,25.2902879,79.3336217
BTX,Bela Tal Railway Station,25.2763717,79.5541551
KLAR,Kulpahar Railway Station,25.29498,79.6362
MBA,Mahoba Railway Station,25.3065764,79.8481992
BNDA,Banda Junction,25.4775823,80.3350461
ATE,Atarra Railway Station,25.2908615,80.5769948
CKTD,Chitrakoot Railway Station,25.2174654,80.9228404999999
SRJ,Shankargarh Railway Station,25.180389,81.6136554
PRG,Prayag Railway Station,25.467939,81.867081
SAW,Suriawan Railway Station,25.461532,82.423953
BOY,Bhadohi Railway Station,25.3952891,82.55844
CGN,Chirgaon Railway Station,25.5754575,78.8066704
MOTH,Moth Railway Station,25.74109,78.94857
AIT,Ait Railway Station,25.9029666,79.2295837
ORAI,Orai Railway Station,25.9827737,79.4597519
KPI,Kalpi Railway Station,26.1200761,79.7561707
PHN,Pokhrayan Railway Station,26.2234742,79.8412304
GOY,Govindpuri Railway Station,26.4537358,80.3127957
CNB,Kanpur Central Railway Station,26.4537015,80.3512524
ON,Unnao Junction,26.5491624,80.4868156
LJN,Lucknow Junction,26.8317286,80.9221368
LKO,Lucknow Railway Station,26.8310552,80.924412
BBK,Barabanki Junction,26.9341558,81.1792152
BUW,Burhwal Railway Station,27.0860683,81.3892937
CLJ,Colonelganj Railway Station,27.1375106,81.6934628
GD,Gonda Junction,27.1542723,81.9771686
MUR,Mankapur Junction,27.0396698,82.2268666
MSW,Maskanwa Railway Station,27.0010824,82.359424
BST,Basti Railway Station,26.8153798,82.7691667
KLD,Khalilabad Railway Station,26.7750559,83.0550659
BTK,Bankata Railway Station,26.266099,84.0947603
DDA,Duraundha Junction,26.0869363,84.4593887
KRBP,Khudiram B Pusa Railway Station,25.9066345,85.6722475
DSS,Dalsingh Sarai Railway Station,25.6650202,85.841272
BJU,Barauni Junction,25.4629024,85.9881681
SWA,Sahjanwa Railway Station,26.7636121,83.2161757
BV,Babhnan Railway Station,26.9376651,82.5017734
MOJ,Mohana Railway Station,25.980207999999998,77.83395499999999
SVPI,Shivpuri Railway Station,25.4381932,77.6380742
BDWS,Badarwas Railway Station,24.98368,77.56206
MINA,Miyana Railway Station,24.857124,77.473428
GUNA,Guna Railway Station,24.6409077,77.3143973
RTA,Ruthiyai Railway Station,24.5346331,77.1794214
BRRG,Biyavra Rajgarh Railway Station,23.9368677,76.9081034
PFR,Pachor Road Railway Station,23.7287242,76.7417658
MKC,Maksi Railway Station,23.251981,76.1585198
UJN,Ujjain Railway Station,23.17837,75.78008
DWX,Dewas Junction,22.9778181,76.0518991
INDB,Indore Junction Bg,22.7171383,75.8682926
FTD,Fatehabad Chowk Junction,23.009106,75.673338
ABKP,Ambikapur Railway Station,23.136841,83.1435942
BSPR,Bishrampur Railway Station,23.1789119,82.9829214
KTO,Katora Railway Station,23.30777,82.68041
BRH,Baikunthpur Road Railway Station,23.3167669,82.5291899
BJRI,Bijuri Railway Station,23.2513512,82.1193598
KTMA,Kotma Railway Station,23.203066,81.9790452
APR,Anuppur Junction,23.1177652,81.6964539
BUH,Burhar Railway Station,23.2129327,81.5285681
SDL,Shahdol Railway Station,23.2871828,81.3637747
BRS,Birsinghpur Railway Station,23.3669462,81.0438343
UMR,Umaria Railway Station,23.5232742,80.8227398
KTES,Katni South Railway Station,23.8167057,80.4008897
SHR,Sihora Road Railway Station,23.467026,80.1099451
RGO,Rotegaon Railway Station,20.068948,74.5906569
LSR,Lasur Railway Station,19.92635,75.0118353
AWB,Aurangabad Railway Station,19.8597859,75.3113829
J,Jalna Railway Station,19.8317607,75.8907112
PTU,Partur Railway Station,19.5763107,76.2130496
SELU,Selu Railway Station,19.448217,76.433383
MUE,Mudkhed Railway Station,19.1479763,77.5097726
BOKR,Bhokar Railway Station,19.2140762,77.6670346
HEM,Himayatnagar Railway Station,19.4170719,77.869034
SHSK,Sahasrakund Railway Station,19.4029,78.0086999999999
BHBK,Bodhadi Bujrug Railway Station,19.4958376,78.1947062
MVO,Manwath Road Railway Station,19.3586413,76.5346578
WHM,Washim Railway Station,20.103064,77.148166
HNL,Hingoli Deccan Railway Station,19.7267616,77.1475515
KHBJ,Khanna Banjari Railway Station,23.8966973,80.8222814
VST,Bijaysota Railway Station,23.978724,81.11095900000001
BEHR,Beohari Railway Station,24.0006286,81.3800036
MWJ,Marwasgram Railway Station,24.0970055,81.7754379
SGAM,Sareigram Railway Station,24.039636,82.205614
BRGW,Bargawan Railway Station,24.1972908,82.4564005
SGRL,Singrauli Railway Station,24.2047095,82.6430039
CPU,Chopan Railway Station,24.5135306,83.0266271
RNQ,Renukut Railway Station,24.2034487,83.0398362
DXN,Duddhinagar Railway Station,24.208815,83.2165622
WDM,Wyndhamganj Railway Station,24.2633213,83.4013795
NUQ,Nagar Untari Railway Station,24.2851849,83.5133962
GHQ,Garhwa Railway Station,24.1755746,83.8136049
GHD,Garwa Road Railway Station,24.214419,83.885116
DTO,Daltonganj Railway Station,24.0331665,84.0743931
BRWD,Barwadih Junction,23.8437071,84.1164241
LTHR,Latehar Railway Station,23.7252878,84.4680828
TORI,Tori Railway Station,23.6818208,84.7400054
KLRE,Khalari Railway Station,23.6504975,85.0017627
RAY,Ray Railway Station,23.6790901,85.0602012
PTRU,Patratu Railway Station,23.6669812,85.3056611
BRKA,Barkakana Junction,23.6240689,85.4683818
RRME,Ranchi Road Railway Station,23.6660301,85.5129003
GMIA,Gumia Railway Station,23.8027268,85.8296432
BKRO,Bokaro Thermal Railway Station,23.7865057,85.879432
BRMO,Bermo Railway Station,23.7723753,85.9553056
PUS,Phusro Railway Station,23.7675913,86.0097531
CRP,Chandrapura Railway Station,23.7554016,86.1202648
KTH,Katrasgarh Railway Station,23.7963547,86.3020399
KMME,Kumardubi Railway Station,23.7475827,86.7935198
ULT,Kulti Railway Station,23.7380343,86.8491072
ASN,Asansol Junction,23.6907096,86.9758736
RNG,Raniganj Railway Station,23.6038029,87.117528
DGR,Durgapur Railway Station,23.4945502,87.3177649
BWN,Barddhaman Junction,23.2501746,87.8696234
HWH,Kolkata Howrah Junction,22.6018382,88.3830655
BRR,Barakar Railway Station,23.7423454,86.8169593
RKMP,Rani Kamalapati Railway Station,23.22192,77.43989
BPL,Bhopal Railway Station,23.2677864,77.4140108
LAR,Lalitpur Railway Station,24.6884274,78.3955437
MRA,Morena Railway Station,26.5012267,78.0034488
DHO,Dhaulpur Railway Station,26.697592,77.90604900000001
AGC,Agra Cantt. Railway Station,27.1590417,77.9905826
MTJ,Mathura Railway Station,27.4789696,77.6733511
NDLS,New Delhi Railway Station,28.6428915,77.2190894
ETW,Etawah Railway Station,26.786722,79.0214195
TDL,Tundla Junction,27.2083283,78.2334217
ALJN,Aligarh Junction,27.8893909,78.0746126
GZB,Ghaziabad Railway Station,28.6531992,77.42899
PNP,Panipat Junction,29.3904411,76.9639938
KKDE,Kurukshetra Junction,29.9694671,76.8519728
UMB,Ambala Cantt. Junction,30.3394184,76.8288734
CDG,Chandigarh Railway Station,30.702618,76.819172
KLK,Kalka Railway Station,30.8383939,76.9322876
MYS,Mysore Junction,12.3162712,76.6454048
KPD,Katpadi Junction,12.9717011,79.1385746
MAS,Chennai Central Railway Station,13.0778704,80.2612511
ASR,Amritsar Junction,31.6332336,74.8672281
BEAS,Beas Railway Station,31.5203294,75.2914071
JUC,Jalandhar City Railway Station,31.331196,75.5907214
PGW,Phagwara Junction,31.2171949,75.7654978
LDH,Ludhiana Railway Station,30.9134716,75.8479333
SIR,Sirhind Junction,30.6238588,76.3823927
DEC,Delhi Cantt. Railway Station,28.6609621,77.2276794
GGN,Gurgaon Railway Station,28.4892595,77.0113432
RE,Rewari Railway Station,28.2025047,76.610435
AWR,Alwar Railway Station,27.560324,76.6214665
BKI,Bandikui Junction,27.0402002,76.5668584
GADJ,Jaipur Gandhinagar Railway Station,26.9196878,75.7880051
JP,Jaipur Railway Station,26.9196878,75.7880051
KSG,Kishangarh Railway Station,26.5756173,74.824893
AII,Ajmer Railway Station,26.4571357,74.637178
MTC,Meerut City Railway Station,28.9788364,77.6755095
MOZ,Muzaffarnagar Railway Station,29.4699191,77.7080658
SRE,Saharanpur Railway Station,29.9614603,77.541237
RK,Roorkee Railway Station,29.8521991,77.875047
HW,Haridwar Junction,29.9483516,78.1554839
DDN,Dehradun Railway Station,30.3145051,78.0334601
BKSC,Bokaro Steel City Railway Station,23.6580092,86.0839298
MURI,Muri Railway Station,23.3778688,85.8668762
RNC,Ranchi Railway Station,23.3494435,85.33564
KGP,Kharagpur Junction,22.3408398,87.325934
GTS,Ghatsila Railway Station,22.586079,86.479476
TATA,Tatanagar Railway Station,22.768494,86.2011402999999
CBSA,Chaibasa Railway Station,22.5593287,85.8119117
DPS,Dangoaposi Railway Station,22.16788,85.59299
NOMD,Noamundi Railway Station,22.1521738,85.5214046
BJMD,Bara Jamda Railway Station,22.1660627,85.411922
BBN,Barbil Railway Station,22.1050272,85.3689463
SRC,Kolkata Santragachi Junction,22.6018382,88.3830655
CRJ,Chittaranjan Railway Station,23.8578666,86.8782268
JMT,Jamtara Railway Station,23.9593045,86.8060137
MDP,Madhupur Junction,24.2707861,86.6423319
JSME,Jasidih Junction,24.5148844,86.6439495
JAJ,Jhajha Railway Station,24.7720396,86.3861055
JMU,Jamui Railway Station,24.9722861,86.2551484
LKR,Luckeesarai Junction,25.1719245,86.0940227
HTZ,Hathidah Junction,25.3659966,85.9873928
MKA,Mokameh Junction,25.3921849,85.9141634
BARH,Barh Railway Station,25.4535243,85.6937027
BKP,Bakhtiyarpur Junction,25.4558269,85.5323428
PNC,Patna Saheb Railway Station,25.5859004,85.2313386
PNBE,Patna Junction,25.6032982,85.137024
SC,Secunderabad Junction,17.4337454,78.5015742
BMT,Hyderabad Begampet Railway Station,17.3924557,78.4675754
VKB,Vikarabad Junction,17.3375702,77.9097284
TDU,Tandur Railway Station,17.2509264,77.5841431
RPJ,Rajpura Junction,30.4862424,76.5936295
YJUD,Yamunanagar Jud Railway Station,30.1173076,77.2876963
DBD,Deoband Railway Station,29.679651,77.670755
TPZ,Tapri Railway Station,29.9158485,77.5833443
KOTA,Kota Junction,25.2238622,75.8807977
SWM,Sawai Madhopur Junction,26.0192465,76.3568245
GGC,Gangapur City Railway Station,26.4681981,76.7268483
SMVJ,Shri Mahaveerji,26.684688,76.968141
HAN,Hindaun City Railway Station,26.7557095,77.0315317
BXN,Bayana Junction,26.916051,77.2964466
BTE,Bharatpur Railway Station,27.2362966,77.4890126
BVH,Ballabgarh Railway Station,28.3408609239,77.312775968
NZM,Hazrat Nizamuddin Railway Station,28.587329999999998,77.254249
GHY,Guwahati Railway Station,26.1825471,91.7497756
CPK,Chaparmukh Junction,26.2031031,92.51183
HJI,Hojai Railway Station,26.0014545,92.8521468
LKA,Lanka Railway Station,25.9151215,92.9578883
LMG,Lumding Junction,25.7504889,93.1765754
DPU,Diphu Railway Station,25.8376285,93.4384951
DMV,Dimapur Railway Station,25.905961,93.7282286
BXJ,Bokajan Railway Station,26.0193917,93.7801602
FKG,Furkating Junction,26.464508,94.0018857
MXN,Mariani Junction,26.6532314,94.3090403
JTTN,Jorhat Town Railway Station,26.7501438,94.2162345
JER,Jaleswar Railway Station,21.7975053,87.2200858
BLS,Balasore Railway Station,21.5010894,86.9201027
SORO,Soro Railway Station,21.2911561,86.6925477
BHC,Bhadrakh Railway Station,21.0912684,86.516344
JJKR,Jajpur Keonjhar Road Railway Station,20.9438494,86.1328801
CTC,Cuttack Railway Station,20.4654939,85.9007467
BBS,Bhubaneswar Railway Station,20.2669856,85.8439233
SRTL,Cherthala Railway Station,9.6912456,76.3256511
ALLP,Alappuzha Railway Station,9.4836002,76.3222995
KYJ,Kayamkulam Junction,9.1824553,76.512608
QLN,Kollam Railway Station,8.8860061,76.5951062
VAK,Varkala Sivagiri Railway Station,8.7403307,76.7233532
TVC,Trivandrum Central Railway Station,8.486679,76.95120999999999
SPE,Sullurupeta Railway Station,13.6965091,80.0181929
NYP,Nayadupeta Railway Station,13.9087458,79.900829
GDR,Gudur Junction,14.1486521,79.8455678
NLR,Nellore Railway Station,14.4618325,79.9894676
KVZ,Kavali Railway Station,14.9162,79.9886
OGL,Ongole Railway Station,15.4976049,80.057093
CLX,Chirala Railway Station,15.830933,80.3543457
TEL,Tenali Junction,16.2416744,80.6402405
NGNT,New Guntur Railway Station,16.3101066,80.4571253
BZA,Vijayawada Junction,16.5186803,80.619971
YPR,Bangalore Yesvantpur Junction,12.9937224,77.5980391
TK,Tumkur Railway Station,13.3341223,77.1019019
ASK,Arsikere Junction,13.313701,76.2531758
RRB,Birur Junction,13.5933057,75.9729329
JRU,Chikjajur Junction,14.1238308,76.1399953
DVG,Davangere Railway Station,14.468265,75.91957
HRR,Harihar Railway Station,14.5154453,75.8110604
RNR,Ranibennur Railway Station,14.6258976,75.6357331
HVR,Haveri Railway Station,14.7946,75.4113
UBL,Hubli Junction,15.3500584,75.1493127
BDJ,Vadakara Railway Station,11.593627,75.587211
KTYM,Kottayam Railway Station,9.5949132,76.5314285
TRVL,Tiruvalla Railway Station,9.3923697,76.5798228
CNGR,Chengannur Railway Station,9.3182222,76.6084881
MVLK,Mavelikkara Railway Station,9.2396051,76.5458525
IGU,Irugur Junction,11.015782,77.065671
KRR,Karur Junction,10.9657054,78.0852639
TPJ,Tiruchirappalli Junction,10.7947068,78.6848465
TJ,Thanjavur Junction,10.7782455,79.1396255
PML,Papanasam Railway Station,10.9232574,79.2689002
